"","peakID","MSnParentPeakID","msLevel","rt","mz","intensity","Sample","GroupPeakMSn","CollisionEnergy","fragment_bin_id","loss_bin_id"
"13408",13408,509,2,182.364,111.055416968659,1,1,0,0,"111.05526","27.99482"
"13409",13409,509,2,182.364,94.9298825934299,0.683477141267985,1,0,0,"94.92994",NA
"13410",13410,509,2,182.364,56.96515422272,0.428166985149963,1,0,0,"56.96511",NA
"13443",13443,562,2,205.265,121.06486337801,1,1,0,0,"121.06491",NA
"13444",13444,562,2,205.265,152.107569251532,0.522792159586169,1,0,0,"152.10756",NA
"13445",13445,562,2,205.265,103.054484875978,0.170095008746718,1,0,0,"103.05449",NA
"13446",13446,562,2,205.265,91.0541773245947,0.157459287704506,1,0,0,"91.05414",NA
"13447",13447,562,2,205.265,93.0698195354206,0.140270621051409,1,0,0,"93.06985",NA
"13448",13448,562,2,205.265,53.0389029146328,0.117532645435707,1,0,0,"53.03889",NA
"13449",13449,562,2,205.265,51.0233854918975,0.0325271037498024,1,0,0,"51.02341",NA
"13450",13450,562,2,205.265,77.0387767077425,0.0196007189433359,1,0,0,"77.03875",NA
"13451",13451,587,2,212.803,69.0700776857729,1,1,0,0,"69.07013",NA
"13452",13452,587,2,212.803,240.094231624399,0.963515037514813,1,0,0,"240.09423",NA
"13453",13453,587,2,212.803,239.09176833481,0.762224102322505,1,0,0,"239.09166",NA
"13454",13454,587,2,212.803,224.098757064886,0.744323546769213,1,0,0,"224.09876","158.13125"
"13455",13455,587,2,212.803,167.034205509352,0.74095497110721,1,0,0,"167.03426",NA
"13456",13456,587,2,212.803,223.096345496026,0.644402461726867,1,0,0,"223.09659",NA
"13457",13457,587,2,212.803,57.0700896410672,0.352425576787278,1,0,0,"57.0701",NA
"13458",13458,587,2,212.803,91.0542818915478,0.31013885621576,1,0,0,"91.05414",NA
"13459",13459,587,2,212.803,53.0025942462654,0.2623366678223,1,0,0,"53.00261",NA
"13460",13460,587,2,212.803,79.0542823359446,0.25938904328405,1,0,0,"79.05419",NA
"13461",13461,587,2,212.803,277.142826302213,0.232112028444461,1,0,0,"277.14288",NA
"13462",13462,587,2,212.803,296.159454352262,0.22601110264199,1,0,0,"296.15945",NA
"13463",13463,587,2,212.803,67.0544930481876,0.208139357366134,1,0,0,"67.05455",NA
"13464",13464,587,2,212.803,70.0734184894818,0.206921402455996,1,0,0,"70.07342",NA
"13465",13465,587,2,212.803,105.070148775491,0.201365265362852,1,0,0,"105.07021",NA
"13466",13466,587,2,212.803,55.0181859959552,0.201195545382177,1,0,0,"55.01826",NA
"13467",13467,587,2,212.803,221.081272712837,0.188514120902631,1,0,0,"221.0813",NA
